date,user,coordinates,text,place,bounding_box
Sun Jul 18 00:30:59 +0000 2021,ethiopia_planet,no coordinates,Check out BUSINESS PLANET INTERNTIONAL👍: https://t.co/dZuJmGnYtj https://t.co/HCXtWVCazn,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:31:23 +0000 2021,ethiopia_planet,no coordinates,Check out BUSINESS PLANET INTERNTIONAL👍: https://t.co/dZuJmGnYtj https://t.co/3tP6Akk7fJ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:31:34 +0000 2021,ethiopia_planet,no coordinates,Check out BUSINESS PLANET INTERNTIONAL👍: https://t.co/dZuJmGnYtj https://t.co/HEOWvZHn2C,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:32:01 +0000 2021,ethiopia_planet,no coordinates,https://t.co/cV5u5D1oz2,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:32:27 +0000 2021,ethiopia_planet,no coordinates,https://t.co/cV5u5D1oz2,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:32:40 +0000 2021,ethiopia_planet,no coordinates,Check out BUSINESS PLANET INTERNTIONAL👍: https://t.co/dZuJmGnYtj,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:35:53 +0000 2021,GirmaGemechu12,no coordinates,The int’l community claimed to be 'concerned' for the wellbeing of #Tigray|ans but are silent about #TPLF use of… https://t.co/Yk92hoX0jT,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:36:23 +0000 2021,GirmaGemechu12,no coordinates,TPLF went from crying to stop the war to recruiting #ChildSoldiers. These terrorists and their sympathizers must be… https://t.co/Xubn5lwYXa,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:36:33 +0000 2021,GirmaGemechu12,no coordinates,While @NYTimes romanticises #ChildSoldiers in #Tigray the world finally sees where the US stands. Selective humani… https://t.co/8qZOYMy1Zt,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:36:45 +0000 2021,GirmaGemechu12,no coordinates,For some odd reason @SecBlinken @JosepBorrellF @SavetheChildren @StateDept are completely silent about deployme… https://t.co/LY925RAYqg,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:36:58 +0000 2021,GirmaGemechu12,no coordinates,Getachew Reda #TPLF spokesperson is using #ChildSoldiers in his insurgency against the federal government by disc… https://t.co/vzFP9T4TQv,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:37:44 +0000 2021,GirmaGemechu12,no coordinates,Look at #TPLF spokesman @reda_getachew sends #ChildSoldiers &amp; then uses their dead bodies to push his agenda.… https://t.co/OMfqcWw2Jw,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:37:50 +0000 2021,GirmaGemechu12,no coordinates,Children should be children but unfortunately their rights continue to be violated by #TPLF who use #ChildSoldiers… https://t.co/8XeULYVmor,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:38:37 +0000 2021,GirmaGemechu12,no coordinates,Speaking against human rights violation &amp; war crimes should not be subjective. Don’t claim the trophy of ‘global le… https://t.co/wazsfTYp03,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:38:46 +0000 2021,GirmaGemechu12,no coordinates,The @NYTimes are romanticising the #TPLF’s recruitment &amp; use of #ChildSoldiers – a war crime! @Underground_RT… https://t.co/nhn1GvIbyy,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:43:43 +0000 2021,ethiopia_planet,no coordinates,@LozaHope1 https://t.co/cV5u5D1oz2,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:46:38 +0000 2021,ina_galayr,no coordinates,Akala | Full Address and Q&amp;A | Oxford Union https://t.co/gwKAbd1Dhj via @YouTube,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:53:46 +0000 2021,udessa_ganale,no coordinates,@DrTedros This is what you and your party proved to Tigray and Ethiopians peoples. The Consequence of 27-30 years a… https://t.co/u2qMArfXCQ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 00:56:21 +0000 2021,Gadda30886075,no coordinates,@AngelaBelcamino @ivyjofreeman can i contac with you(email addisuddu@gmail.com),Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 01:14:09 +0000 2021,Tech51575673,no coordinates,@ProfKindeya @AbiyAhmedAli ምን  ያድርጉ አመል አይለቅ።እነሱ ዘንድሮም በአይናችሁ ጨፍኑ እናሞኛችሁ ተረት እንደተለከፉ የዘመን ለውጥ ጥሎዋቸው ነጉዳል።ክፉ አመል ያወጣል ከመሃል፡ብያቸዋለሁ።።።,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 01:18:42 +0000 2021,TesfahunDesta2,no coordinates,#books not #guns for these kids!  The terrorist #TPLF is recruiting child soldiers for its evil acts against civili… https://t.co/IaPTaN7iJ8,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 01:22:51 +0000 2021,Tech51575673,no coordinates,@TsMewael @SenateForeign @HouseForeignGOP @StateDept @AsstSecStateAF @SenatorRisch @RepMcCaul @JamesDuddridge… https://t.co/MSewCBCbjC,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 01:31:17 +0000 2021,Tech51575673,no coordinates,@Mohamme89413752 አመል ያስወጣል ከመሃል ነው ነገሩ።,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 01:40:45 +0000 2021,Tech51575673,no coordinates,@martinplaut አዎ ጌታው መች ቻሉትና።Yes Sir. It is beyond the capacity of the two allays.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 01:48:45 +0000 2021,Tech51575673,no coordinates,@Mohamme89413752 Right.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 01:56:36 +0000 2021,Tech51575673,no coordinates,@martinplaut That was even better for the fighting was b/n two  armed parties.This is the worst happening this wor… https://t.co/82vDjS1sY1,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 02:01:17 +0000 2021,SudaneseCulture,no coordinates,An old photo of Sudanese woman with tattooes on her face &amp; lipThey are no longer tattooed now #SudaneseCulture… https://t.co/LBVGFR4aqN,Sudan,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Sun Jul 18 02:24:27 +0000 2021,himaawol,no coordinates,@tweetofmicky @semirkf @EmaTigi @justselam @Robelhailu14 @gebkrob @KasayeRH @ma_h_der @EstifanosSamuel @fasikaye… https://t.co/CiasPRUTOn,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 02:36:10 +0000 2021,ramyybasha,no coordinates,لا حول ولا قوة الا بالله العلي العظيم...❤,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 02:51:00 +0000 2021,morning_relay,[41.87019 9.589229],現地時間2021年07月18日05時51分、エチオピアのディレ・ダワで、日の出を迎えています。,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:09:36 +0000 2021,habtamu_dinku,no coordinates,@SuleimanAbdell7 Nice,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:15:59 +0000 2021,Odaw_g,no coordinates,@kyisfa @mrubin1971 @TheNatlInterest @AEIfdp I suggest you guys unfollow this 3rd rate analyst whose only credentia… https://t.co/voWn8GwJpe,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:24:35 +0000 2021,VeJfJb3eli7RlWg,no coordinates,ህወሓት ከዚህ ወዲያስ? ብቅ ባለች ቁጥር ትገጫላች!ውድቀት ያመጣው አመራ ከአባላቱ ይፋጠጣል!መከፋፈል ይመጣል! እርስ በርስ መባላት እንደበፊቱ ይመጣል።መፈረካከስ ይከተላል… https://t.co/wUHfJl3iuT,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:28:56 +0000 2021,Odaw_g,no coordinates,In a nutshell,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:47:53 +0000 2021,Odaw_g,no coordinates,In the part of Addis where I live I always admired dedication of Somali youth who walk for more than an hour to ge… https://t.co/Rj2oO6fL5w,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:49:38 +0000 2021,aidaroussahmed,no coordinates,Wow amazing this man drawn the exact abdulfatah alsisi’s picture😂😂 what a massive talent !!😜😁@AlsisiOfficial https://t.co/btjG1GA1OA,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:52:39 +0000 2021,alemu_markos,no coordinates,@Achamyeleh1986 @AJEnglish @GetachewSS Exactly! Tips for his alcohol drinking made @GetachewSS  heat soft,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:54:14 +0000 2021,Tech51575673,no coordinates,@Mohamme89413752 .ዘረኛው ማነ እንግዲያ?,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 03:56:33 +0000 2021,Tech51575673,no coordinates,@TsMewael @AbiyAhmedAli @PMaurerICRC @RepMcCaul Free The Tigraian members of ENDF.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:05:05 +0000 2021,Tech51575673,no coordinates,@GebrekirstosG I Can't say be conscious but;; Learn from the couscous somali people. Ask for the whereabouts  of tour family members.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:12:15 +0000 2021,Tech51575673,no coordinates,@AbboDereje @RAbdiAnalyst I think our message bear fruit there comes a news that says the special forces of Oromiya… https://t.co/uHfA1l7RCz,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:17:34 +0000 2021,BelachewSeyoum,no coordinates,Do you remember when you joined Twitter? I do! #MyTwitterAnniversary God  Is Good All The Time 🙏,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:21:08 +0000 2021,Tech51575673,no coordinates,@HamzaOromiya Can we say we havee constitution and government ?,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:29:43 +0000 2021,Yohanesas15,no coordinates,US State Department: A Sincere Appeal to the USA for Fair Treatment of Amharas in Resolving Ethiopia's Conflict. -… https://t.co/nBcTrHL3K9,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:32:00 +0000 2021,Gedyelew,no coordinates,@mulugetaermias1 Good morning,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:44:06 +0000 2021,ethiosamtam,no coordinates,@HilenaTafesse ጓሳ የሚባለው ሳር ነው አይደል ይሄ?,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:54:15 +0000 2021,Lulabogale,no coordinates,@USEmbassyAddis This Embasy is not worth to be in Ethiopia 🇪🇹,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 04:56:50 +0000 2021,chali4PA,no coordinates,Independent body should review his email as such of Dr Fauci,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:01:13 +0000 2021,ethiosamtam,no coordinates,@HilenaTafesse ደርቆ ሰበዝ የሚሆነው እሱ ነው ብዬ አስቤ አላውቅም 😁😁።አመሰግናለሁ 👍,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:08:05 +0000 2021,chali4PA,no coordinates,ICRC vs Tedros 🤣🤣🤣🤣,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:12:45 +0000 2021,Lulabogale,no coordinates,@SecBlinken @gavi @_AfricanUnion Can you keep ur donation to your on people’s. We African chose CHINESE real invest… https://t.co/sEVAJhCW2P,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:16:13 +0000 2021,himaawol,no coordinates,@nebachew ጉንፉን ለያዘን አገልግሎቱ በነፃ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:20:32 +0000 2021,BereketYeheyes,no coordinates,ታሪክ የሚጀምረው እኮ ከ19 ክ/ዘመን አይደለም። ንባብሽን ቁንፅል ካላደረግሽው መልሱ ልብሽ ውስጥ አለ።,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:33:26 +0000 2021,elyshambiye,no coordinates,Par contre c’est long. 😩,Addis Ababa Bole International Airport,[[[38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055]]]
Sun Jul 18 05:34:31 +0000 2021,YhR5lzOi9L3x2N7,no coordinates,𝐝𝐡𝐢𝐢𝐫𝐚 𝐆𝐚𝐚𝐟𝐚 𝐫𝐚𝐤𝐤𝐨 𝐮𝐦𝐚𝐭𝐭𝐚 𝐬𝐚𝐚𝐟 𝐝𝐮𝐛𝐚𝐭𝐭𝐮 𝐐𝐚𝐥𝐥𝐚𝐲𝐲𝐨 𝐡𝐮𝐧𝐝𝐞𝐞𝐬𝐬𝐚 𝐆𝐚𝐧𝐟𝐮𝐫𝐫𝐞𝐞 𝐆𝐮𝐝𝐝𝐚𝐭𝐭𝐮...𝐁𝐢𝐲𝐨𝐨𝐭𝐚 𝐧𝐮 𝐦𝐚𝐤𝐭𝐞𝐆𝐚𝐝𝐝𝐚𝐭𝐭𝐢 𝐧𝐮 𝐧𝐚𝐪𝐱… https://t.co/j4YFLTDgps,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:36:19 +0000 2021,Izrael84577571,no coordinates,@Ruth_GIRMA1 Amen @Ruth_GIRMA1,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:37:18 +0000 2021,I_fisseha,no coordinates,@Kally59527547 @ruhama_m_belay So beautiful,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:42:25 +0000 2021,ethiosamtam,no coordinates,@aynalem_arega ታዝለሽ ነው ያየሽው?😂,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:42:43 +0000 2021,Odaw_g,no coordinates,@hayet_alem Because you spare the 12yos for the actual war not the PR op,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:44:07 +0000 2021,brolove1,no coordinates,Good morning my beautiful #Ethiopia 💚💛❤🇪🇹,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:46:06 +0000 2021,chali4PA,no coordinates,Good luck #Africa 👍,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:48:05 +0000 2021,ethiosamtam,no coordinates,@aynalem_arega በቃ ባይሆን ለሚቀጥለው ዓመት ከሐምሌ አስር ላይ ሁለት ወር ቀንሰን ሃፒ በርዝደይ እንልሻለን 😁😁,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:50:53 +0000 2021,Kalab24453215,no coordinates,"የአማራ አንገቱ አንድ ነው""ድል ለዐማራ ሕዝባዊ ኃይል!    💪💪💪💚💛❤",Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 05:53:30 +0000 2021,Teka86210715,no coordinates,የፌዴራልና ሻዕቢያ ጦር በትግራይ መከላከያ ሰራዊት #TDF #ቀጣን_በትሪ_ክፉኛ ተመቷል፣ አቅም ቢኖራቸው ከትግራይ ሳይወጡ #ጭፍጨፋቸውን ይቀጥሉ ነበርየሻዕቢያ ጦር #በመከላከል የፌደ… https://t.co/ksFbVLsNEL,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 06:14:37 +0000 2021,SaraYirga,no coordinates,@nebachew 🤣🤣,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 06:23:51 +0000 2021,fuqioda,no coordinates,@AlexBerenson Super Super !!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 06:28:58 +0000 2021,teshome2395,no coordinates,@billionaire_key https://t.co/qWfT82WufU,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 06:29:27 +0000 2021,himaawol,no coordinates,@nebachew or ሴቶቹ የኔን ድምፅ ይከራዩ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 06:42:03 +0000 2021,fuqioda,no coordinates,@EduEngineer Says a Lot  Explains a Lot  …,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 06:44:16 +0000 2021,fuqioda,no coordinates,@richardursomd Planet Psycho Indeed !!,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 06:59:57 +0000 2021,DavTeferra,no coordinates,https://t.co/T13doYI1Am,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 07:00:24 +0000 2021,namless,no coordinates,Today we Ethiopians hope and mourn at the same time! TPLF has wounded our social fabric so much. Child Soldiers is… https://t.co/aXQvYk1rVu,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 07:04:44 +0000 2021,Rameshlklive,no coordinates,@FriendsGammadda ඇයි ඒ??,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Sun Jul 18 07:04:56 +0000 2021,HabtamuEdmealem,no coordinates,@martinplaut Finally Tplf defeated .,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
